frame,x [nm],y [nm],z [nm],intensity [au]
1.0,3915.579836512915,6358.051798194648,475.8992666726584,71.5369644165039
1.0,15964.478227943182,4010.0743626058097,599.1151542453977,29.60881233215332
1.0,31487.461633086205,2616.9205054547647,846.6883937081138,25.847368240356445
1.0,30345.98804540932,5606.822614073753,2496.303625159211,28.763317108154297
1.0,3222.2696492075934,27097.140628919005,1246.1807328266104,21.553081512451172
1.0,8534.629725962877,30367.265963815153,1841.7055135244852,20.248188018798828
1.0,5559.401015341283,35886.71783223748,1289.8616161975233,26.851221084594727
1.0,7036.603385792114,36604.25846092403,1869.7823534955037,23.885425567626953
2.0,2683.7986291199913,12778.071293607354,1061.9061687490444,24.21241569519043
2.0,5124.644212797286,10355.595138557255,1393.9147486791508,67.6657943725586
2.0,8917.331367358565,11810.924532152712,2340.292459005838,39.98635482788086
2.0,15973.204680383205,3939.432652592661,554.465732731662,23.044450759887695
2.0,23208.296810090542,5281.287769438059,919.0340592310979,29.927793502807617
2.0,17797.87335075438,8296.012842319908,2010.203723069076,24.91773223876953
2.0,15211.363635137677,5562.8263844549665,2343.435109316648,21.360774993896484
2.0,28091.136860512197,6158.281613031868,1614.1944842024166,28.46135902404785
2.0,24899.85232681036,10117.578275799751,1560.8259164370024,21.204025268554688
2.0,28110.018234550953,6263.745491802693,1819.282189830319,22.29187774658203
2.0,10580.12256407179,13302.886910438538,2566.364715387533,23.26258659362793
2.0,15281.573872864246,15473.690480813386,2194.611035860502,33.032623291015625
2.0,23808.327966816727,14643.889329675585,1323.1493457333072,90.92586517333984
2.0,30150.90201556683,13228.800843358042,1806.1214371041938,42.85800552368164
2.0,32642.22027635202,16259.835589528084,2439.0191822261604,31.09467887878418
2.0,29022.265535965562,20226.400984749198,3531.876548960969,36.41070556640625
2.0,34425.68865235895,17266.307038404047,1503.8675174608336,65.8980484008789
2.0,37415.665657408535,19317.06084664911,1850.9618947794152,35.967472076416016
2.0,12524.21530008316,27449.6411418356,1354.9415986616534,23.415132522583008
2.0,6927.318081855775,36601.76672205329,1804.061931568188,21.007259368896484
2.0,38113.0725991726,38711.81100547314,1321.182649214189,22.530988693237305
3.0,9263.801840990782,5799.4250790961105,1187.6738516838996,46.63762283325195
3.0,14897.110216878355,6344.2532036453495,978.6732511205989,27.701007843017578
3.0,15578.330022580922,6376.590987592936,970.2907682775142,46.09740447998047
3.0,23157.866501621902,5157.759814672172,1050.0261757400012,45.83991241455078
3.0,13509.859957173467,11185.035440847278,1316.81996518439,100.7997817993164
3.0,24870.656088851396,4786.398907788097,473.66554789490755,24.584171295166016
3.0,27670.61494709924,5231.808253079653,928.0491962537661,49.44007873535156
3.0,30266.536901220683,3675.111283361911,1009.9144951327817,27.30695915222168
3.0,28563.260217756037,5321.178598590194,1170.8458013586946,29.37199592590332
3.0,27432.131445258856,5375.755977258088,1356.3162861289559,25.419275283813477
3.0,30196.832614392042,8083.705857694151,1355.8462268703588,47.86680603027344
3.0,37371.492080166936,4154.854669421912,581.7238681918973,68.21807861328125
3.0,36893.06496493518,11762.656142264605,631.1653472565033,23.245105743408203
3.0,35142.034630849965,6936.544439829886,742.1984135449588,20.457002639770508
3.0,36888.150949552655,11318.742425218225,765.0891712733678,27.37998390197754
3.0,2664.9668756872416,20438.332396000624,1077.5218625235689,57.72792053222656
3.0,4296.520229279995,21717.789421528578,1125.7513669820933,49.36992645263672
3.0,4981.942493654788,17040.852201990783,2013.2132205334342,30.858173370361328
3.0,19703.50521866232,15604.055291861298,1863.5975528549363,24.65496063232422
3.0,29187.620114833117,21175.749741513282,99.69953914265058,32.018131256103516
3.0,27409.224825054407,16055.943055450918,971.2268965584891,32.69385528564453
3.0,33148.74624684453,14228.395403921604,1008.2367828914098,24.792034149169922
3.0,23833.149135783315,14651.434140130877,1447.3426735008156,83.26663208007812
3.0,29217.722567021847,21666.378990225498,1598.0403757357337,43.57795715332031
3.0,39148.745327685036,19961.419670805335,968.5411427047227,82.67153930664062
3.0,34437.28253012523,17343.657374829054,1608.3169009659316,147.43959045410156
3.0,9803.390864506366,30543.600343838334,1563.7456610962586,29.25035858154297
3.0,7602.089070379735,30272.962945252657,1878.709850730477,29.567472457885742
3.0,23090.130553999916,38869.718363434076,1264.9554918100548,28.328258514404297
3.0,15734.612051323056,36930.87679218501,2416.6204510154307,21.238380432128906
3.0,38072.059817630805,38764.585631266236,1213.0078745412302,27.625886917114258
4.0,2953.7328147888184,12796.888313069941,565.9851006099157,26.263864517211914
4.0,11857.448273524642,8014.378796145321,1332.5920288379375,118.46526336669922
4.0,13017.306466316806,10236.067257001996,3332.0275767818916,27.798980712890625
4.0,14301.143312305212,4371.576698420104,783.7008041339917,60.53411102294922
4.0,23181.0409726575,5239.098429158332,1042.5509266800934,35.71311950683594
4.0,21071.52856938541,9058.204540945591,1025.3888853303679,32.05782699584961
4.0,17078.95621669595,2847.731152493509,1056.7191865417983,30.562164306640625
4.0,23264.540868401527,6029.984215656295,1246.4150563701169,28.93541717529297
4.0,16332.569532990456,7266.926918122918,1622.716105901278,22.505727767944336
4.0,20676.85148596764,9410.553465746343,1928.1318371112532,35.2325553894043
4.0,22795.25057239458,11036.209152117372,2596.2913691342533,26.466581344604492
4.0,29089.233426600695,4837.600371837617,923.7582487064404,21.931474685668945
4.0,27734.685878120363,5186.087654009462,963.3725043181536,26.723011016845703
4.0,30233.01816418767,7461.2395850010225,1193.8445096487528,61.490562438964844
4.0,35445.5528626591,10776.728709563613,996.2746442019286,30.336801528930664
4.0,2692.3533850908293,20343.91933321953,1020.4986373146811,27.429439544677734
4.0,4900.994355529548,13111.248941738158,1395.4087639902975,74.66997528076172
4.0,9762.654843479397,19089.69511518255,1370.8916771542897,37.80293655395508
4.0,15173.861850351095,21627.018682956696,1716.1479572673422,25.63469696044922
4.0,18617.549923583865,14691.272245198488,2216.8735750428923,41.76921081542969
4.0,15989.169121086597,14200.637567862868,2704.2350716643286,34.90195083618164
4.0,17194.115295261145,13426.745445504785,3369.655869819306,27.073936462402344
4.0,31005.91945514083,20554.70250441693,395.79741771404565,26.41155242919922
4.0,33098.236541338265,17254.28952872753,654.6418745439132,38.7200927734375
4.0,26285.36138854921,17906.812857687473,668.1730878222121,33.783714294433594
4.0,33088.88871625066,14511.19531675213,1278.2362751908356,40.035179138183594
4.0,23763.74226845801,14655.854337960482,1266.828267128913,38.515254974365234
4.0,39934.56857562065,19251.897277012467,482.3860440935408,34.469905853271484
4.0,34433.99842538405,17326.184910535812,1527.1366304093665,31.619585037231445
4.0,34434.57658685278,17682.021206840873,1824.294434798943,40.697669982910156
4.0,7136.953059248627,27727.410615682602,2684.4991144243177,107.61769104003906
4.0,15512.650638073683,32403.62900257111,1146.091728420048,69.07630157470703
4.0,27968.484076969326,28322.74500687141,1629.973909357092,31.066553115844727
4.0,26061.7762863636,31471.437178961936,2339.1324399591804,21.913320541381836
4.0,25569.49159421027,31423.597350791097,2638.8362737802363,21.99169158935547
4.0,38671.9250857085,23784.21060934663,636.2642173419943,83.4207763671875
4.0,36315.78638302162,24165.088031087074,2573.0329177209314,30.112213134765625
4.0,8328.680217489602,34794.7460218519,1273.4944532205773,38.23249435424805
4.0,15668.458598032594,37219.42633360624,2039.0138573698948,20.610490798950195
4.0,23896.655093096197,34480.100745558746,1926.4890440217744,31.03525161743164
4.0,38494.51441843994,38626.067642481066,556.9025710388855,67.60670471191406
4.0,38755.63406765927,38630.70651359856,842.3075309166542,25.97504997253418
4.0,38221.766392067075,38642.77592778206,939.0442187969502,52.06486892700195
5.0,2961.0893983393894,12795.963111370802,569.4353698374151,96.68440246582031
5.0,10179.495448246598,7521.444504391402,801.7140456608364,116.38440704345703
5.0,10972.752758022398,9928.642691522837,1191.6460912306231,24.69269371032715
5.0,22918.173813447356,10301.46283775568,1307.0331117609046,43.41512680053711
5.0,15973.922604538966,6626.080794930459,1382.4663155681485,92.39849853515625
5.0,14408.108872584999,12979.585711918773,3079.0818811772947,68.13599395751953
5.0,30564.50781118125,5792.928839251399,1163.944797037722,21.861204147338867
5.0,30427.810713723302,8284.287164434792,1219.2492694645139,32.31513214111328
5.0,24206.73792220652,6314.507408067584,1305.8958171488166,77.36687469482422
5.0,25787.80096377712,10641.926268870013,1379.9057111635314,63.204833984375
5.0,39687.61573769152,12297.116183787584,846.4025822314588,24.77674674987793
5.0,35637.49637067319,7657.034692727031,897.6843854883215,45.99013900756836
5.0,4372.489916449414,22624.085970520973,980.7319405314687,28.98569679260254
5.0,10234.282334148886,17367.287294026464,1219.859872545515,25.096677780151367
5.0,9858.235344327986,14238.63668128848,2360.591579269577,66.4607162475586
5.0,18835.764405867085,15218.36812939495,1623.2431878100385,60.01165771484375
5.0,33136.62538604811,14180.770402401686,1057.8769039321733,40.784942626953125
5.0,23824.779837802056,14625.290160030128,1297.0067776002727,94.38652038574219
5.0,33305.725861564286,18027.247745282948,1271.3656687474513,27.655113220214844
5.0,28154.40654449165,23292.609759569168,1322.0748613168907,25.082788467407227
5.0,32572.030445784334,20052.43365548551,1932.710314844991,36.80778121948242
5.0,7153.8068609684715,24053.010310307145,1218.2140612340236,22.45020294189453
5.0,10751.451884433627,27287.395144943148,1474.126186999646,28.04789924621582
5.0,31731.941645517945,32977.89609421045,1884.253229413714,26.12466812133789
5.0,24034.515614663254,31363.315459191803,1994.1920159937263,21.019025802612305
5.0,24470.11731401086,31391.779352873564,1995.9802208365975,30.310956954956055
5.0,35494.168371111155,31437.178521938622,1657.8783831753574,89.7563247680664
5.0,8131.698792949319,35701.92494074348,1440.8024431584956,32.357540130615234
5.0,8821.069533955306,35263.46906363964,1885.1876520848539,22.922739028930664
5.0,12600.773681737483,34656.22326035053,3278.2213976095013,20.081932067871094
5.0,13547.582403793931,34293.623600527644,1863.1950472737408,21.478012084960938
5.0,38045.28935492039,38601.84056326747,1186.535547067831,72.9240951538086
6.0,9884.979082345964,8417.988359630108,1705.7273964305502,30.674020767211914
6.0,16712.64225423336,4050.7051343470835,1202.3136275155205,36.38566589355469
6.0,14510.54710096214,6059.4350059051085,1305.8897662948775,27.454761505126953
6.0,22886.82377792895,10324.833160564303,1287.4831367324996,58.2529182434082
6.0,13109.575160741808,11307.138640135527,2014.7755591423957,32.88876724243164
6.0,16714.680829569697,4050.3117699362365,2106.1619009290425,21.791112899780273
6.0,14385.728261508048,12947.596674468368,3111.9551671730296,26.511804580688477
6.0,35716.0242164135,8107.085922919215,644.2366550256918,24.523963928222656
6.0,35671.00492483005,7692.068270668388,764.9420198503432,65.8752670288086
6.0,36383.766212701164,9943.266569525005,1429.4723259223688,22.117950439453125
6.0,4611.673776209354,21305.393452597782,1887.1353432372377,28.70760726928711
6.0,5124.173452667893,22058.805200606585,2558.436173659105,57.702392578125
6.0,13542.577514238657,14684.323489069939,74.29341104004409,38.11102294921875
6.0,33528.37359867991,14641.577581276651,594.6929009406123,37.47441101074219
6.0,32049.560935720805,22264.265458360314,600.2506161784078,27.43150520324707
6.0,29861.759049743418,19118.79740107805,755.2097734514174,34.204994201660156
6.0,23829.50636021793,14645.238652899861,1333.497872719398,112.02335357666016
6.0,30804.107070565224,21434.009038398508,2557.928140346821,37.517784118652344
6.0,35960.0097452756,23560.472315326333,1262.3521521851258,32.28995132446289
6.0,34431.65090758354,17327.22295805812,1615.6483469428597,134.9091339111328
6.0,34391.476838067174,13919.742759801447,2094.190545134492,22.107297897338867
6.0,36305.1377787441,18475.87095749099,2294.887477225,40.76692581176758
6.0,11975.21636022255,29179.031201079488,1300.4816764003629,108.69381713867188
6.0,12140.593717806041,33678.4687275812,1582.79461651058,71.89656829833984
6.0,11931.557473093271,33112.75055140257,2501.5498661732936,21.578521728515625
6.0,20913.518287839834,32227.25564295426,1286.8376341494886,61.480438232421875
6.0,25475.713365823034,33874.597039558,1974.1633121783918,29.31715965270996
6.0,31433.427907601,33415.53242370486,3609.6175450545093,21.36821746826172
6.0,38978.04975122213,26424.316098392013,1420.9231518127108,23.510414123535156
6.0,5518.132400810719,35731.04146391154,1136.9096551622663,23.634971618652344
6.0,33437.947190627456,38328.225952535875,1594.1771674942183,65.27525329589844
6.0,38029.369247853756,38634.603202193975,1215.564848302485,38.989654541015625
7.0,10209.36365917325,7546.0781394690275,818.1168741577275,86.12036895751953
7.0,10312.770499289038,11264.671866744759,1337.9382825159764,48.909690856933594
7.0,17158.236098140478,4487.703592479228,582.1619715009417,34.351715087890625
7.0,16960.55198468268,5652.018775045873,956.4851771344196,54.195804595947266
7.0,22929.67946058605,10390.04499334842,1033.580835048969,43.297630310058594
7.0,16670.312651470304,4825.431644888596,1302.6706668046806,21.447216033935547
7.0,18072.961373999715,5021.905624018984,1882.3016240046575,106.68521118164062
7.0,19539.710319936275,7233.83509622887,1824.4723399261852,60.90578079223633
7.0,14496.94875255227,10121.994316382334,2678.7819390768536,33.06955337524414
7.0,29666.436696201567,4048.2370362244565,549.4652307390205,22.031219482421875
7.0,30020.545374937356,4036.9907942414293,950.1084403677303,23.953615188598633
7.0,40356.31610482931,11427.447938844562,976.4402515285618,31.101741790771484
7.0,5672.2523245215425,17925.428194431588,740.2007082006435,43.88968276977539
7.0,5828.76708354801,22615.80872014165,1116.5945032140712,29.116056442260742
7.0,6757.129646912217,20769.46037352085,1320.4757721869503,43.64629364013672
7.0,7488.712487947197,20820.557191707194,1887.292102143005,24.64743995666504
7.0,9094.751032814385,21590.073237270117,2481.3920361000105,32.47958755493164
7.0,5204.601365029813,21980.80377709121,2736.4677564128415,24.224674224853516
7.0,15255.205300208181,15448.647954575717,2141.406489597572,26.373510360717773
7.0,29579.326832965016,20648.429473489527,978.7663103459956,33.98402404785156
7.0,23842.2787948139,14653.547781035304,1289.5356894849422,29.91659164428711
7.0,27411.817325679585,14250.655328133143,2861.2634926051887,22.41474723815918
7.0,36637.725193202496,19908.391300756484,449.78430899944937,36.76557540893555
7.0,37101.291664820164,14493.818392157555,1271.5898319915102,72.09149932861328
7.0,34495.65216945484,17243.161080172285,1340.121436905075,98.88803100585938
7.0,39967.374509871006,22942.683464810252,1322.518859590803,23.621618270874023
7.0,35866.36757813395,23464.345974251628,1252.464771270752,49.86509323120117
7.0,10553.86527504772,32313.33235021681,623.6695155992613,22.556602478027344
7.0,29476.803749203682,24674.196765720844,115.19880085201055,22.143049240112305
7.0,24358.715434624755,24912.82347277738,301.0596495408279,68.84835052490234
7.0,29026.44479483366,33806.077788844705,759.0953334347232,26.13642120361328
7.0,26992.60797381401,24488.159497911114,1362.7366207458163,74.46227264404297
7.0,29660.966283604503,33594.060401022434,1371.619062109308,37.97329330444336
7.0,33528.32148931921,29115.261116623882,2481.0093418582455,30.202159881591797
7.0,38531.99317570776,27579.326610993598,1267.0326809306723,30.528430938720703
7.0,35719.029144346714,28848.12980145216,1554.214220780593,43.82573699951172
7.0,34560.99701985717,32945.948193855584,2473.277469912728,30.46697425842285
7.0,7944.066186528653,37008.32922372968,1214.4536028851521,20.999752044677734
7.0,22009.20140810311,34139.44700449705,2319.340564392425,21.050498962402344
8.0,12115.570835247636,6670.1925068348655,87.06642376197564,34.39644241333008
8.0,9560.463482439518,6266.778836771847,1307.3666135033411,114.03443908691406
8.0,12352.214388251305,10307.820796743035,1499.129410628434,28.403953552246094
8.0,6676.2002884969115,12964.359479248526,3888.3818988944154,22.344308853149414
8.0,21850.308376401663,10971.34150505066,504.03636890453294,21.73786163330078
8.0,13406.544691480232,8233.609108887613,1175.9688985216749,91.68359375
8.0,15589.668044112623,9653.704563081264,1334.9029677254814,25.18655014038086
8.0,31730.662874057893,7752.491764733568,711.0393938127455,53.94827651977539
8.0,29319.354557469487,3142.7386285364632,1175.2206257411412,29.935649871826172
8.0,26788.969155177478,6160.356469722466,1372.3781790052144,75.41646575927734
8.0,31342.18319322914,7336.031927205623,1362.3672396272095,32.73078155517578
8.0,23914.48881328106,10408.134896419942,1560.4390521625896,26.27196502685547
8.0,24099.158963561058,10717.024103477599,1855.5213461865437,35.6097526550293
8.0,10422.275120615961,17381.074842214584,151.01064430488336,21.86711311340332
8.0,4776.347834914923,21077.77910100296,453.0630779790354,27.561708450317383
8.0,5660.564983338119,17804.00916695595,1292.5400455574413,28.233381271362305
8.0,6824.73317295313,20717.70288588479,1399.772793382079,48.45066833496094
8.0,11978.009300399573,16181.083764582872,1637.298133347061,36.07157516479492
8.0,5497.815699130296,18154.756920989603,2142.2966207776753,97.45118713378906
8.0,6037.819945141674,18170.387205332518,2105.6139495346574,24.61102867126465
8.0,5303.009275719525,22272.105951420966,2533.1183999449345,57.451175689697266
8.0,19331.87862619758,14134.276171103122,1589.5135153780927,32.103675842285156
8.0,31819.730090796947,19592.044586762786,574.479158108051,100.17516326904297
8.0,28648.40447549941,15022.066447734833,605.6168498573722,43.743812561035156
8.0,29554.523392803967,16569.6262948215,1014.2961661894243,35.3367919921875
8.0,33252.14353583753,14233.101367354393,1175.0306473983514,63.51700210571289
8.0,23852.865714877844,14602.063147164881,1220.8651081546323,84.50782775878906
8.0,25677.510106936097,13515.713727101684,2543.9569635705634,36.39766311645508
8.0,35476.22986946255,20749.828292829916,908.8209854377496,27.804738998413086
8.0,36569.46841143072,17702.370606176555,1119.845966716389,82.93171691894531
8.0,37119.39692005515,14463.832882866263,1237.063440647754,62.38096237182617
8.0,34413.32162544131,17358.39562319219,1510.0835450402985,48.20818328857422
8.0,11901.140402406454,28634.069883599877,695.3856028043307,54.36977005004883
8.0,11663.378672599794,33478.463215231895,2790.9972851093003,20.183757781982422
8.0,25354.174544811252,24537.671740055084,466.87637580620066,44.55659866333008
8.0,27147.13859822601,33776.50104261935,682.6169307415303,39.7811393737793
8.0,30776.686433404684,32838.23170935735,1867.8478356246112,28.434377670288086
8.0,23700.018012151122,33510.8628872782,2551.0185393658317,29.656707763671875
8.0,40234.689092114575,23721.415618881587,894.412894825359,26.50589942932129
8.0,38655.820856802166,27587.800153121352,892.4917388748337,27.044797897338867
8.0,15007.8093034029,36346.08728542924,1724.669600581075,47.37861251831055
8.0,14520.670226588845,36739.8208423052,1756.3294001988004,28.226137161254883
8.0,19525.446774289012,39774.03516933322,2029.8389654893144,30.925161361694336
8.0,19961.060455217957,40259.169726893306,2934.071652181856,41.03763961791992
8.0,27873.058088608086,34572.73132532835,1324.668103521997,28.569372177124023
8.0,28955.610688924793,35853.896977081895,1301.0647778327648,23.393516540527344
8.0,38049.318521395326,38675.87884567678,1290.183504204174,31.117473602294922
9.0,11922.158031165602,9887.57651604712,533.5543732066731,25.708833694458008
9.0,11482.467687241733,10341.040898710491,1253.539026438535,58.09539794921875
9.0,17064.30217899382,11511.854263842108,675.9836254539072,55.54726028442383
9.0,16188.113683462141,6440.974855422974,1314.0349899019513,94.32476043701172
9.0,14286.502173319459,8561.003561615944,1298.5639639280655,36.715538024902344
9.0,16875.60008533299,4592.869989909233,1540.1829389425425,41.721065521240234
9.0,15953.965726196768,11946.300984453412,2553.6383639325154,24.672449111938477
9.0,27257.484148405496,4111.190387054812,1278.4512606295912,124.55626678466797
9.0,31713.595837056637,6427.531764879824,1323.573969222687,112.67613220214844
9.0,24121.279563456774,6380.9739945456395,1407.5574691479026,51.575233459472656
9.0,30877.74991557002,12521.703530102968,1358.5276865697172,46.21736145019531
9.0,26786.41483664513,6268.018001243472,1553.3874637478002,34.483680725097656
9.0,38414.66180831194,12246.518842056394,1122.059138266595,25.787273406982422
9.0,2917.321824207903,20192.763502299786,959.0282977282347,58.66098403930664
9.0,10772.280809385702,13279.482902996242,2589.654414208381,81.16786193847656
9.0,9002.320369929077,21667.682192064825,2709.855037731129,20.930986404418945
9.0,23855.03221482039,16526.747451073024,661.6445164104084,55.474422454833984
9.0,33295.7023881888,14112.470580041409,1225.6610786521828,34.652713775634766
9.0,23801.306826621298,14621.860663816333,1294.0270273567558,72.24893951416016
9.0,27576.175200033467,14116.207032352688,1395.965535562117,20.916152954101562
9.0,24802.331409454346,14925.312516242268,2318.3521962427835,25.119813919067383
9.0,32026.52584778145,16657.890119003136,2240.9362714369217,34.202091217041016
9.0,27843.619400709867,19220.467512961477,3185.8143072861894,52.166385650634766
9.0,36344.110286310315,19003.623391240835,851.0372612502549,21.982877731323242
9.0,37136.71634215862,14469.95531141758,1078.8894010769143,36.699153900146484
9.0,36663.834800496705,19930.467782765627,1140.8439651950375,61.28175354003906
9.0,34428.31052660942,17348.488585725427,1544.0223348009717,73.66938018798828
9.0,36050.53180657327,19330.887875184417,1679.529960338886,29.963571548461914
9.0,8332.681367434561,24000.104140341282,2247.026983198229,58.26241683959961
9.0,6861.273794770242,24275.106372982264,2594.828275533823,32.562503814697266
9.0,11622.878635786474,33376.205134689815,2574.727135700184,20.33440589904785
9.0,7810.555403828621,25876.581429690123,3115.5429737908503,33.737815856933594
9.0,20180.134785175323,24400.117688179016,181.71439590034905,31.240800857543945
9.0,23378.24966326356,30947.445397078995,1383.2046844802062,21.74144744873047
9.0,13645.2164439857,33748.515561297536,1966.4185571146538,32.695926666259766
9.0,27977.027699649334,27271.500200256705,723.177554351943,33.22646713256836
9.0,33293.69058530778,26049.684045095928,849.4842471657219,58.99542236328125
9.0,23826.457014381886,30570.755427144468,930.9308908797883,23.45834732055664
9.0,33978.55553663452,30340.615785345435,1785.7585555904516,25.053977966308594
9.0,27233.54141637683,33686.61628788337,1863.1049617306219,21.838661193847656
9.0,31478.566895499825,25620.515354201198,2657.2479197939674,43.49480438232422
9.0,20023.271723985672,39982.52892024816,2526.890398381831,21.813936233520508
9.0,37988.92458498478,38630.59980466962,1104.4551723605985,68.51996612548828
10.0,12510.550557821989,10459.00629222393,485.7686273344271,118.11531829833984
10.0,14479.739096504638,8459.920665323734,540.1586320374039,28.14061737060547
10.0,16008.35232309997,4853.430400416254,1010.9968067525508,49.29378890991211
10.0,14084.788491185755,8819.902238026263,1212.338746249021,87.0458984375
10.0,17420.736037939787,3498.7447984516607,1275.581948049776,60.207603454589844
10.0,22825.78102089465,9647.185742110014,1284.4877884938169,21.200979232788086
10.0,14471.051404699683,8764.581482037902,1569.3015999846407,21.39404296875
10.0,18321.449510119855,6835.498930066825,1879.9666520003436,42.31576919555664
10.0,20181.04752033949,9711.470298990609,2095.4256686535514,72.78858947753906
10.0,22010.090286284685,11168.806787282228,2392.484465143183,29.65226173400879
10.0,18168.778407275677,4271.525746807455,2832.2864833113913,21.46364402770996
10.0,31541.62997158477,6404.067791476847,1313.619043800857,91.1803970336914
10.0,27541.405793819577,7690.652643367649,1297.4216032486697,68.78316497802734
10.0,3447.3191300034537,20776.361941136423,677.3704067691343,89.3104476928711
10.0,7839.275545775891,17542.329004257917,1264.766900094001,33.27857208251953
10.0,7192.992941364647,19376.831481009725,1452.7418325235558,25.131052017211914
10.0,4459.213712885976,22019.27252177149,1790.5461290380458,26.6030216217041
10.0,10766.849364638329,13374.173094017897,2613.8403441879777,78.34107208251953
10.0,20201.030362527817,13508.302336707711,768.182356278975,47.847877502441406
10.0,13108.280985541642,14698.8585293293,2047.7379164197944,25.227893829345703
10.0,22122.47489027679,13795.698303040117,3324.7936610337147,61.53458786010742
10.0,33680.48837453127,23111.99262790382,575.9622867290791,23.980941772460938
10.0,23856.159018725157,16455.48581942916,593.6303217332443,28.94416618347168
10.0,33520.09359488264,15579.76437341422,733.725857603681,24.85017204284668
10.0,31233.234238326553,14400.514798685908,1233.0816106481868,34.28347396850586
10.0,33269.56758636982,14234.567480683327,1247.1326681283806,61.76072692871094
10.0,23853.62041920424,14644.305849820377,1324.690286929791,137.35462951660156
10.0,32019.082176461816,17293.615391030908,1853.8162341484658,31.32683753967285
10.0,32961.177629604936,21831.763813346624,2632.342616280357,49.019527435302734
10.0,27769.866775665436,19141.389716118574,3077.1479737627637,25.95431900024414
10.0,26495.34220404923,15505.528793632986,3285.78059227912,46.2865104675293
10.0,39771.51891048998,15058.86272892356,723.7314478709148,63.0285758972168
10.0,35649.55696307123,23554.936393126845,976.3079187372228,53.42488479614258
10.0,37941.97590751574,17516.671494096518,1247.3964769761642,36.783836364746094
10.0,34423.43923509121,17285.53967989981,1583.9374969293785,71.14215087890625
10.0,6926.024760454894,25054.56660039723,1311.2703745181743,36.79045486450195
10.0,8826.25190358609,27934.73506698851,1891.3738334571924,30.711383819580078
10.0,9984.714700803162,31171.6264346987,3351.1838074568864,27.519142150878906
10.0,8832.856629937889,27953.55032116175,3425.33206153702,22.72091293334961
10.0,22987.76851516217,31157.050886675715,1361.1101501590604,69.57323455810547
10.0,22123.20741519332,33983.54208674282,3110.5527222811525,27.322772979736328
10.0,32013.47266383469,24104.56931333989,1088.1562075772129,36.77669143676758
10.0,33703.71870040894,33066.57622799277,1982.2590351104739,23.738643646240234
10.0,28722.71435201168,23720.19281461835,2333.364434294648,27.627161026000977
10.0,27803.588268220192,24276.121775209904,2373.2581426809124,23.849916458129883
10.0,6738.587808459998,37131.052410481505,1185.545808666355,148.54502868652344
10.0,23196.725046113133,38117.28000000119,1326.3945396129905,49.548587799072266
10.0,20033.004767280072,40294.33865502477,3065.6150775951346,21.84012222290039
